phase,anomaly_type,start_timestamp,end_timestamp,duration_sec,det_a_id,det_b_id,on_det_id,description
1,isolated_pulse,1785684934.4,1785684935.2,0.7999999523162842,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 0.800s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785685565.4,1785685567.3,1.8999998569488525,29,43,43,Ph1: Det 43 isolated pulse ON/OFF for 1.900s; Det 29 was completely OFF in ±5.0s window
1,isolated_pulse,1785686270.3,1785686271.3,1.0,29,43,43,Ph1: Det 43 isolated pulse ON/OFF for 1.000s; Det 29 was completely OFF in ±5.0s window
1,isolated_pulse,1785686409.3,1785686409.6,0.2999999523162842,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 0.300s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785686410.1,1785686412.0,1.9000000953674316,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 1.900s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785686412.3,1785686413.5,1.2000000476837158,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 1.200s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785686414.7,1785686415.9,1.2000000476837158,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 1.200s; Det 43 was completely OFF in ±5.0s window
1,extended_disagreement,1785687174.0,1785687180.4,6.400000095367432,29,43,43,Ph1: Det 43 ON / Det 29 OFF for 6.40s (threshold=5.0s)
1,isolated_pulse,1785687651.4,1785687651.5,0.09999990463256836,29,43,43,Ph1: Det 43 isolated pulse ON/OFF for 0.100s; Det 29 was completely OFF in ±5.0s window
1,isolated_pulse,1785688187.7,1785688189.1,1.3999998569488525,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 1.400s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785688287.4,1785688287.8,0.39999985694885254,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 0.400s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785688410.5,1785688410.9,0.40000009536743164,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 0.400s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785688419.8,1785688420.2,0.40000009536743164,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 0.400s; Det 43 was completely OFF in ±5.0s window
1,isolated_pulse,1785688520.8,1785688522.5,1.7000000476837158,29,43,29,Ph1: Det 29 isolated pulse ON/OFF for 1.700s; Det 43 was completely OFF in ±5.0s window
