timestamp,event_code,parameter
1784503846.1,82,8
1784503847.1,82,29
1784503847.2,81,33
1784503847.6,82,33
1784503848.0,82,34
1784503848.8,81,34
1784503849.1,81,33
1784503850.2,81,26
1784503850.5,82,31
1784503851.4,81,31
1784503851.5,82,48
1784503851.6,81,8
1784503851.9,82,31
1784503852.0,81,48
1784503852.2,81,43
1784503852.2,82,48
1784503852.3,81,29
1784503852.3,81,31
1784503852.8,81,48
1784503853.4,82,39
1784503853.6,82,26
1784503853.7,82,33
1784503853.8,82,22
1784503854.0,82,48
1784503854.3,82,47
1784503854.4,81,48
1784503854.9,81,47
1784503855.1,82,4
1784503855.1,82,47
1784503855.9,81,47
1784503857.2,82,47
1784503858.2,81,47
1784503858.5,82,3
1784503858.8,81,3
1784503859.0,82,47
1784503859.3,81,40
1784503859.9,82,46
1784503860.1,81,46
1784503860.1,81,47
1784503861.1,82,17
1784503861.1,82,19
1784503861.2,82,40
1784503861.5,81,19
1784503862.0,81,40
1784503862.2,82,43
1784503862.4,81,39
1784503862.5,82,46
1784503863.2,81,43
1784503863.2,82,2
1784503863.5,81,22
1784503863.5,82,29
1784503863.8,82,31
1784503864.3,81,4
1784503864.5,81,29
1784503864.5,81,31
1784503864.5,82,8
1784503864.7,81,2
1784503864.7,82,40
1784503864.9,82,2
1784503864.9,82,43
1784503865.2,81,46
1784503865.3,81,40
1784503865.8,81,7
1784503866.2,82,40
1784503866.8,81,8
1784503866.8,81,43
1784503866.9,81,40
1784503867.0,82,7
1784503868.0,81,38
1784503868.0,82,40
1784503868.4,81,40
1784503868.5,82,38
1784503868.7,82,39
1784503869.2,82,30
1784503869.3,81,7
1784503869.5,81,30
1784503870.0,82,7
1784503870.9,82,40
1784503871.5,81,40
1784503873.0,81,38
1784503873.0,82,40
1784503873.5,81,40
1784503874.2,81,24
1784503874.5,81,7
1784503879.9,82,47
1784503882.1,81,47
1784503883.9,82,47
1784503886.8,81,47
1784503887.0,82,46
1784503887.1,81,33
1784503887.7,81,46
1784503888.4,81,26
1784503889.4,81,2
1784503890.6,82,2
1784503890.8,82,46
1784503891.8,82,36
1784503891.9,81,46
1784503892.2,81,36
1784503893.0,82,46
1784503893.1,81,2
1784503893.8,82,35
1784503894.0,82,2
1784503894.2,81,35
1784503895.1,81,46
1784503895.8,82,34
1784503896.1,82,35
1784503896.3,81,34
1784503896.4,81,35
1784503896.4,82,19
1784503896.7,81,2
1784503897.0,81,19
1784503897.0,82,46
1784503897.3,82,2
1784503898.3,82,38
1784503898.5,82,24
1784503898.9,81,46
1784503899.1,82,33
1784503899.2,82,26
1784503899.6,82,46
1784503899.7,81,33
1784503900.4,82,7
1784503900.9,81,26
1784503900.9,82,22
1784503901.6,82,4
1784503901.9,81,46
1784503903.2,81,17
1784503903.4,81,2
1784503908.3,81,22
1784503908.6,81,4
1784503909.8,81,39
1784503917.8,82,40
1784503918.6,81,40
1784503920.4,81,38
1784503920.4,82,40
1784503921.0,81,40
1784503921.4,81,24
1784503921.9,81,7
1784503923.0,82,2
1784503923.1,82,38
1784503923.4,81,2
1784503923.8,82,24
1784503924.5,82,7
1784503924.7,81,38
1784503924.7,82,40
1784503925.0,81,40
1784503926.1,81,7
1784503926.2,81,24
1784503926.3,82,38
1784503926.9,82,24
1784503927.2,82,36
1784503928.2,81,38
1784503928.2,82,7
1784503928.2,82,40
1784503928.6,81,40
1784503928.7,81,36
1784503929.2,81,24
1784503929.8,81,7
1784503930.0,82,35
1784503931.2,81,35
1784503933.0,82,34
1784503933.6,82,36
1784503933.8,81,34
1784503934.3,81,36
1784503936.1,82,35
1784503936.2,82,34
1784503937.2,81,34
1784503937.8,81,35
1784503938.9,82,35
1784503939.7,82,26
1784503939.8,81,35
1784503940.0,82,33
1784503940.2,82,34
1784503940.5,82,36
1784503942.0,81,36
1784503942.7,81,34
1784503943.3,81,33
1784503943.4,82,34
1784503944.2,82,33
1784503944.7,81,34
1784503945.0,82,35
1784503946.2,81,33
1784503946.9,81,35
1784503947.4,82,33
1784503948.9,82,36
1784503949.3,81,33
1784503949.6,82,34
1784503949.7,81,36
1784503949.8,82,33
1784503951.1,81,34
1784503951.6,81,33
1784503951.6,82,36
1784503952.1,82,34
1784503952.3,81,36
1784503952.6,81,26
1784503952.7,82,35
1784503953.0,81,34
1784503953.5,81,35
1784503953.6,82,34
1784503954.3,81,34
1784503954.4,82,33
1784503954.6,82,26
1784503954.8,82,35
1784503955.7,81,35
1784503956.3,81,33
1784503956.4,82,34
1784503957.0,82,36
1784503957.1,82,33
1784503957.2,81,34
1784503957.8,81,36
1784503957.9,82,35
1784503958.6,82,34
1784503958.7,81,35
1784503959.5,81,33
1784503959.5,81,34
1784503959.8,82,2
1784503960.0,81,2
1784503960.4,82,36
1784503960.5,81,26
1784503960.5,82,35
1784503960.9,82,33
1784503961.1,81,36
1784503961.1,82,26
1784503961.3,81,35
1784503961.5,82,34
1784503962.4,81,34
1784503962.5,81,33
1784503962.6,82,47
1784503962.7,82,36
1784503962.9,82,35
1784503963.0,81,35
1784503963.1,81,47
1784503963.1,82,46
1784503963.4,81,36
1784503963.5,81,26
1784503963.6,82,35
1784503963.9,82,17
1784503964.0,82,34
1784503964.2,82,2
1784503964.2,82,26
1784503964.2,82,33
1784503964.3,81,35
1784503964.7,81,46
1784503964.8,81,34
1784503965.6,82,34
1784503965.8,82,41
1784503965.9,82,30
1784503966.0,81,2
1784503966.1,81,17
1784503966.1,82,35
1784503966.5,81,34
1784503966.6,82,46
1784503966.9,81,35
1784503967.0,82,34
1784503967.2,82,17
1784503967.3,82,36
1784503967.6,82,2
1784503967.6,82,47
1784503967.8,81,36
1784503967.9,81,34
1784503967.9,82,3
1784503968.0,82,19
1784503968.2,81,46
1784503968.3,81,47
1784503968.5,81,19
1784503968.5,81,30
1784503969.3,82,47
1784503969.7,81,17
1784503969.7,82,46
1784503969.8,81,2
1784503969.8,82,35
1784503970.0,81,47
1784503970.0,82,17
1784503970.1,82,34
1784503970.4,82,36
1784503970.6,81,3
1784503970.6,81,35
1784503970.8,82,2
1784503970.9,81,34
1784503970.9,81,36
1784503971.6,81,46
1784503971.6,82,36
1784503972.0,82,46
1784503972.1,81,36
1784503972.3,82,47
1784503972.8,81,47
1784503972.8,82,35
1784503973.3,81,46
1784503973.5,81,35
1784503973.7,82,46
1784503973.9,82,30
1784503974.2,82,47
1784503974.3,82,34
1784503974.5,82,35
1784503974.7,81,2
1784503974.7,82,19
1784503974.8,81,47
1784503974.8,82,2
1784503974.9,81,19
1784503975.0,81,46
1784503975.1,82,38
1784503975.2,82,47
1784503975.4,82,36
1784503975.5,81,35
1784503975.8,81,47
1784503975.8,82,24
1784503976.0,81,36
1784503976.1,82,3
1784503976.2,81,2
1784503976.3,82,46
1784503976.6,81,17
1784503976.6,82,19
1784503976.9,82,47
1784503977.1,82,17
1784503977.2,81,47
1784503977.3,81,19
1784503977.5,82,19
1784503977.6,82,2
1784503977.8,81,46
1784503978.0,82,7
1784503978.3,81,19
1784503978.4,81,7
1784503978.4,82,46
1784503979.0,82,7
1784503979.3,82,35
1784503979.6,81,35
1784503979.7,82,35
1784503980.4,81,35
1784503980.4,82,47
1784503981.1,81,47
1784503981.1,82,35
1784503981.6,81,46
1784503981.7,82,46
1784503982.4,81,33
1784503982.7,81,34
1784503983.1,81,46
1784503984.6,81,17
1784503984.7,81,2
1784503984.7,82,46
1784503985.0,81,35
1784503985.4,82,17
1784503985.4,82,31
1784503986.0,81,46
1784503986.0,82,2
1784503986.1,81,31
1784503987.1,82,34
1784503987.3,81,34
1784503987.4,81,17
1784503987.6,81,2
1784503987.7,82,34
1784503988.6,81,26
1784503990.0,81,34
1784503990.5,82,34
1784503990.6,82,8
1784503991.0,82,26
1784503991.1,82,33
1784503991.7,82,35
1784503992.2,81,35
1784503992.4,82,35
1784503992.5,81,34
1784503992.5,81,35
1784503993.0,81,8
1784503993.2,82,34
1784503993.8,81,33
1784503994.3,82,8
1784503994.4,82,33
1784503994.8,81,34
1784503994.9,82,43
1784503996.1,81,33
1784503997.4,82,33
1784503997.4,82,34
1784503997.6,82,47
1784503997.8,81,47
1784503998.2,81,8
1784503998.3,82,47
1784503998.8,81,47
1784503998.9,81,33
1784503999.0,82,33
1784503999.4,82,8
1784503999.6,81,34
1784504000.2,82,35
1784504000.4,82,34
1784504000.6,82,46
1784504000.8,81,33
1784504001.0,81,43
1784504001.1,82,17
1784504001.2,81,35
1784504001.3,82,33
1784504001.6,81,46
1784504001.8,81,34
1784504001.8,82,46
1784504002.0,82,2
1784504002.2,82,43
1784504002.3,81,8
1784504002.3,81,43
1784504002.4,81,33
1784504002.6,82,34
1784504002.8,81,46
1784504003.1,82,8
1784504003.3,82,33
1784504003.6,82,43
1784504003.7,82,35
1784504003.9,81,34
1784504004.1,81,2
1784504004.2,81,17
1784504004.6,81,43
1784504004.7,81,35
1784504004.9,82,34
1784504005.2,81,33
1784504006.0,82,35
1784504006.2,81,26
1784504006.3,81,34
1784504006.7,82,33
1784504007.0,81,35
1784504007.0,82,26
1784504007.3,81,8
1784504007.9,82,34
1784504008.0,81,33
1784504008.5,82,8
1784504008.6,82,33
1784504008.9,81,34
1784504008.9,82,36
1784504009.0,81,8
1784504009.0,82,35
1784504009.8,81,35
1784504009.8,81,36
1784504010.1,81,33
1784504010.1,82,34
1784504010.8,82,33
1784504011.0,81,34
1784504011.5,82,36
1784504011.9,81,33
1784504012.3,82,34
1784504012.4,81,36
1784504012.7,82,35
1784504013.0,81,34
1784504013.2,81,26
1784504013.4,81,35
1784504013.5,82,26
1784504013.5,82,33
1784504014.6,81,33
1784504015.2,82,35
1784504015.9,82,33
1784504016.0,81,35
1784504016.0,82,34
1784504016.8,81,34
1784504017.4,82,36
1784504017.7,82,35
1784504018.0,81,33
1784504018.3,81,36
1784504018.5,81,35
1784504018.5,82,34
1784504019.2,81,26
1784504019.2,81,34
1784504020.7,82,34
1784504020.9,82,35
1784504020.9,82,36
1784504021.1,82,33
1784504021.2,82,26
1784504021.5,81,34
1784504021.5,81,36
1784504021.7,81,35
1784504022.0,81,33
1784504023.2,82,33
1784504023.2,82,35
1784504024.0,82,34
1784504024.2,81,33
1784504024.6,81,35
1784504024.8,81,34
1784504025.3,82,33
1784504025.4,82,36
1784504026.1,82,35
1784504026.2,81,33
1784504026.2,81,36
1784504026.5,82,34
1784504026.7,81,35
1784504027.5,81,26
1784504027.7,81,34
1784504027.9,82,36
1784504028.1,82,33
1784504028.5,82,26
1784504028.6,81,36
1784504028.6,82,35
1784504029.1,82,34
1784504029.2,81,35
1784504029.4,81,33
1784504029.8,81,34
1784504029.9,82,36
1784504030.5,81,26
1784504030.6,81,36
1784504030.6,82,33
1784504030.8,82,26
1784504031.0,82,35
1784504031.4,82,34
1784504031.7,81,35
1784504031.8,81,33
1784504032.1,81,34
1784504033.0,82,35
1784504033.2,81,26
1784504033.3,82,33
1784504033.5,82,26
1784504033.6,81,35
1784504034.0,82,34
1784504034.2,81,33
1784504034.6,81,34
1784504035.3,82,35
1784504035.5,81,26
1784504035.6,81,35
1784504035.7,82,33
1784504035.9,82,26
1784504036.0,82,34
1784504036.6,81,33
1784504036.6,81,34
1784504036.9,82,35
1784504037.4,82,36
1784504037.5,81,35
1784504037.8,82,34
1784504037.9,81,26
1784504038.1,81,36
1784504038.1,82,33
1784504038.3,82,26
1784504038.5,81,34
1784504039.0,81,33
1784504039.9,82,34
1784504040.1,82,33
1784504040.3,82,35
1784504040.6,81,34
1784504040.7,81,33
1784504041.1,81,35
1784504041.9,81,26
1784504041.9,82,36
1784504042.6,81,36
1784504043.2,82,26
1784504043.3,82,33
1784504043.6,82,34
1784504044.5,81,34
1784504044.8,82,35
1784504045.5,81,35
1784504045.6,82,34
1784504046.6,81,34
1784504047.4,82,35
1784504048.1,81,35
1784504048.4,82,34
1784504048.8,81,24
1784504049.3,81,41
1784504049.5,81,7
1784504049.6,81,34
1784504049.6,82,22
1784504049.6,82,24
1784504050.1,82,41
1784504050.1,82,42
1784504050.5,82,4
1784504050.7,82,7
1784504050.8,82,40
1784504050.9,81,4
1784504051.1,81,7
1784504051.2,82,39
1784504051.4,82,34
1784504051.5,81,40
1784504051.5,82,4
1784504051.5,82,29
1784504051.5,82,31
1784504051.6,82,35
1784504052.1,81,30
1784504052.2,82,7
1784504052.3,81,29
1784504052.6,81,34
1784504052.6,82,8
1784504052.7,81,41
1784504052.8,81,35
1784504053.6,81,3
1784504053.6,81,38
1784504053.6,82,40
1784504054.0,82,35
1784504054.1,82,30
1784504054.2,81,40
1784504054.2,82,41
1784504054.7,82,38
1784504055.0,81,35
1784504055.0,81,41
1784504055.2,81,7
1784504055.3,82,7
1784504055.9,82,29
1784504056.2,82,41
1784504056.6,81,38
1784504056.6,82,40
1784504056.7,82,38
1784504056.9,81,29
1784504056.9,81,40
1784504057.6,82,36
1784504057.8,81,7
1784504057.8,82,34
1784504057.9,82,29
1784504058.1,82,3
1784504058.3,81,29
1784504058.5,81,36
1784504058.5,82,7
1784504059.0,82,40
1784504059.4,81,40
1784504060.1,81,34
1784504060.5,81,30
1784504060.7,82,34
1784504061.2,81,38
1784504061.2,81,41
1784504061.2,82,40
1784504061.6,82,38
1784504061.9,81,40
1784504062.1,81,3
1784504062.5,82,35
1784504062.8,81,7
1784504063.2,82,7
1784504063.8,81,38
1784504063.8,82,40
1784504064.3,81,40
1784504064.3,82,38
1784504064.5,81,35
1784504065.2,81,7
1784504065.9,81,34
1784504066.0,81,38
1784504066.0,82,2
1784504066.0,82,7
1784504066.0,82,40
1784504066.2,81,2
1784504066.2,82,38
1784504066.4,81,40
1784504067.3,81,7
1784504067.7,82,7
1784504067.8,82,29
1784504067.9,82,2
1784504068.0,81,2
1784504068.1,82,40
1784504068.6,81,40
1784504069.2,82,35
1784504069.6,81,7
1784504069.7,82,7
1784504070.1,81,38
1784504070.1,82,40
1784504070.5,81,40
1784504071.1,82,38
1784504071.4,81,7
1784504071.5,81,35
1784504071.9,82,47
1784504072.1,81,29
1784504072.2,81,47
1784504072.5,82,29
1784504072.7,82,7
1784504073.2,82,40
1784504073.7,81,40
1784504074.2,82,19
1784504074.5,82,36
1784504074.7,81,38
1784504074.7,82,40
1784504074.8,82,38
1784504074.9,81,19
1784504075.2,81,40
1784504076.4,81,38
1784504076.4,82,40
1784504076.6,82,46
1784504076.9,81,40
1784504076.9,82,2
1784504077.0,81,36
1784504077.1,82,36
1784504077.4,82,17
1784504077.6,81,2
1784504077.8,81,24
1784504077.9,82,2
1784504078.0,81,7
1784504078.2,81,36
1784504078.4,82,38
1784504078.6,82,36
1784504078.7,81,36
1784504078.9,81,46
1784504079.0,82,24
1784504080.0,82,7
1784504080.4,81,38
1784504080.4,82,40
1784504080.5,81,2
1784504080.7,81,17
1784504080.7,81,40
1784504081.4,81,24
1784504081.7,82,36
1784504081.8,81,36
1784504081.9,81,7
1784504082.4,82,38
1784504082.7,82,24
1784504084.3,82,7
1784504085.7,82,36
1784504090.0,81,29
1784504090.7,82,29
1784504091.1,81,29
1784504091.5,82,29
1784504091.8,81,36
1784504092.3,81,29
1784504093.5,81,42
1784504094.3,82,42
1784504095.6,81,42
1784504096.3,81,31
1784504096.8,81,8
1784504097.0,82,40
1784504097.6,81,40
1784504100.7,82,40
1784504101.4,81,39
1784504101.4,81,40
1784504101.6,82,39
1784504102.9,82,40
1784504103.1,81,40
1784504104.2,81,7
1784504105.0,82,7
1784504106.3,82,2
1784504106.9,81,2
1784504111.4,81,33
1784504111.6,82,33
1784504114.3,81,33
1784504114.5,82,33
1784504115.5,82,47
1784504115.9,81,47
1784504116.8,82,34
1784504117.0,81,33
1784504117.1,82,33
1784504117.9,82,47
1784504118.5,81,47
1784504118.7,82,46
1784504119.2,81,33
1784504119.3,82,17
1784504119.5,81,46
1784504119.5,82,33
1784504119.6,82,2
1784504120.5,82,47
1784504120.6,81,17
1784504120.6,81,47
1784504121.0,81,2
1784504121.1,81,34
1784504122.3,82,46
1784504122.5,82,34
1784504122.8,82,30
1784504123.0,82,17
1784504123.0,82,19
1784504123.3,81,33
1784504123.3,82,41
1784504123.4,81,19
1784504123.4,82,35
1784504123.5,82,2
1784504123.7,82,33
1784504124.0,81,34
1784504124.1,81,46
1784504124.6,82,3
1784504124.8,82,46
1784504126.0,82,36
1784504126.4,81,33
1784504126.4,82,34
1784504126.6,82,33
1784504126.8,81,36
1784504126.8,81,46
1784504127.0,82,36
1784504127.1,81,36
1784504127.6,81,34
1784504127.6,81,35
1784504128.2,81,33
1784504128.3,81,2
1784504128.4,81,17
1784504129.4,82,33
1784504130.7,82,34
1784504130.9,81,33
1784504131.0,82,35
1784504131.8,81,34
1784504131.9,81,26
1784504131.9,82,34
1784504132.3,81,35
1784504132.4,82,35
1784504132.7,81,34
1784504132.7,82,33
1784504132.9,82,26
1784504133.2,81,35
1784504133.4,82,35
1784504133.5,81,35
1784504134.0,81,33
1784504135.0,82,35
1784504135.3,81,26
1784504135.5,82,34
1784504135.6,81,35
1784504135.6,82,33
1784504135.8,82,26
1784504137.2,81,34
1784504137.3,82,35
1784504137.4,81,33
1784504138.2,81,26
1784504138.2,81,35
1784504138.4,82,34
1784504139.2,81,34
1784504139.7,82,35
1784504140.1,82,36
1784504140.4,82,33
1784504140.5,81,35
1784504140.8,82,26
1784504141.1,82,34
1784504141.3,81,36
1784504141.9,81,34
1784504142.1,81,33
1784504142.5,82,47
1784504142.6,81,47
1784504143.1,82,34
1784504143.2,82,33
1784504143.8,81,34
1784504144.3,81,33
1784504144.5,82,35
1784504145.2,82,34
1784504145.4,81,35
1784504145.6,81,26
1784504145.9,81,34
1784504146.0,82,33
1784504146.0,82,36
1784504146.5,82,26
1784504146.9,81,36
1784504147.3,81,33
1784504147.7,82,33
1784504148.1,82,34
1784504148.8,81,34
1784504149.2,81,33
1784504149.7,82,33
1784504149.8,82,35
1784504150.0,82,34
1784504150.5,82,36
1784504150.7,81,35
1784504150.8,81,33
1784504150.8,81,34
1784504151.5,81,36
1784504151.6,82,35
1784504152.2,81,26
1784504152.4,81,35
1784504152.5,82,33
1784504153.1,82,26
1784504153.6,82,34
1784504153.8,81,33
1784504154.2,82,33
1784504154.2,82,35
1784504154.4,81,34
1784504155.0,81,35
1784504155.3,82,34
1784504155.3,82,36
1784504155.7,81,33
1784504156.1,81,34
1784504156.1,81,36
1784504156.5,82,35
1784504156.7,81,26
1784504157.3,81,35
1784504157.8,82,34
1784504158.3,82,33
1784504158.6,81,34
1784504158.7,82,26
1784504158.7,82,35
1784504158.7,82,36
1784504159.4,81,33
1784504159.4,81,35
1784504159.4,81,36
1784504159.8,82,33
1784504159.9,82,34
1784504160.6,81,34
1784504160.7,82,36
1784504161.0,81,33
1784504161.6,81,36
1784504161.9,82,34
1784504162.0,81,26
1784504162.1,82,33
1784504162.1,82,35
1784504162.3,82,26
1784504162.6,81,34
1784504162.7,82,36
1784504163.1,81,35
1784504163.4,81,33
1784504163.5,81,36
1784504164.3,82,33
1784504164.4,82,35
1784504165.1,81,33
1784504165.2,81,35
1784504165.5,82,34
1784504166.0,82,35
1784504166.1,82,33
1784504166.2,81,34
1784504166.7,81,35
1784504167.1,81,33
1784504167.8,82,34
1784504168.3,81,26
1784504168.5,81,34
1784504168.5,82,35
1784504169.1,82,34
1784504169.2,81,35
1784504169.8,82,33
1784504169.9,81,34
1784504170.0,82,26
1784504170.7,81,33
1784504171.0,82,35
1784504171.4,82,34
1784504171.6,81,35
1784504172.0,81,26
1784504172.0,81,34
1784504172.3,82,26
1784504172.4,82,33
1784504173.2,81,33
1784504173.4,82,33
1784504173.8,82,34
1784504173.8,82,36
1784504174.5,81,34
1784504174.5,81,36
1784504174.7,81,33
1784504174.7,82,35
1784504175.4,81,35
1784504175.8,82,33
1784504176.5,81,33
1784504177.0,82,35
1784504177.7,81,26
1784504177.7,81,35
1784504177.9,82,34
1784504178.1,82,26
1784504178.4,82,33
1784504178.7,81,34
1784504178.8,81,33
1784504178.9,82,36
1784504179.2,82,35
1784504179.7,81,36
1784504180.0,81,26
1784504180.0,81,35
1784504180.4,82,34
1784504181.4,81,34
1784504182.3,82,35
1784504182.3,82,36
1784504182.9,82,34
1784504183.1,81,35
1784504183.3,82,26
1784504183.5,82,33
1784504183.9,81,34
1784504184.1,81,36
1784504184.1,82,40
1784504184.9,81,40
1784504186.3,82,34
1784504186.3,82,35
1784504186.4,82,40
1784504187.0,81,40
1784504187.5,81,34
1784504188.1,81,39
1784504188.2,81,35
1784504188.2,82,43
1784504189.0,82,8
1784504189.2,82,40
1784504189.3,81,22
1784504189.6,82,29
1784504189.8,81,4
1784504189.8,81,40
1784504190.0,82,31
1784504190.3,81,31
1784504190.7,82,31
1784504191.0,81,31
1784504191.2,82,40
1784504191.3,82,31
1784504191.7,81,40
1784504191.9,82,34
1784504192.3,81,31
1784504192.6,81,7
1784504193.0,82,7
1784504193.8,82,36
1784504194.1,82,40
1784504194.2,82,35
1784504194.6,81,40
1784504194.7,81,8
1784504194.8,81,35
1784504194.8,81,36
1784504194.9,81,34
1784504195.9,81,38
1784504195.9,82,40
1784504196.0,81,29
1784504196.4,81,40
1784504196.5,82,36
1784504196.7,82,8
1784504197.0,81,24
1784504197.0,82,29
1784504197.2,81,7
1784504197.5,81,36
1784504197.7,82,34
1784504198.6,82,35
1784504200.0,81,35
1784504200.2,81,34
1784504200.6,81,8
1784504200.9,81,43
1784504201.1,82,35
1784504201.4,81,29
1784504201.9,82,34
1784504202.6,81,35
1784504203.5,82,36
1784504205.9,81,36
1784504206.0,81,34
1784504206.9,81,30
1784504207.4,81,41
1784504207.4,82,34
1784504208.2,82,42
1784504208.3,81,3
1784504209.9,82,29
1784504209.9,82,31
1784504210.4,82,35
1784504210.9,81,29
1784504210.9,82,8
1784504213.4,81,34
1784504213.4,82,48
1784504213.7,82,36
1784504213.9,81,48
1784504214.5,81,35
1784504215.4,82,47
1784504215.5,81,36
1784504215.6,82,48
1784504215.8,82,36
1784504215.9,81,47
1784504216.0,81,48
1784504217.5,82,19
1784504217.9,81,36
1784504217.9,82,47
1784504218.1,81,19
1784504218.1,81,42
1784504218.4,81,47
1784504219.1,81,31
1784504219.2,82,46
1784504219.3,81,8
1784504219.6,82,36
1784504219.8,82,17
1784504220.5,82,2
1784504221.0,82,38
1784504221.4,82,24
1784504222.2,81,36
1784504223.0,82,7
1784504223.9,82,40
1784504224.6,81,40
1784504225.4,82,35
1784504226.3,81,35
1784504226.3,81,38
1784504226.3,82,40
1784504226.8,81,40
1784504227.5,81,24
1784504227.7,81,7
1784504235.3,81,46
1784504236.3,81,2
1784504236.6,81,17
1784504239.1,81,33
1784504239.8,82,33
1784504239.9,82,34
1784504240.8,81,34
1784504241.0,82,34
1784504242.7,81,33
1784504242.7,82,35
1784504243.2,81,35
1784504243.2,82,33
1784504243.9,81,34
1784504244.0,82,35
1784504244.2,82,38
1784504244.5,82,24
1784504244.9,81,33
1784504245.5,82,33
1784504245.5,82,34
1784504245.6,81,35
1784504246.1,82,7
1784504246.9,81,34
1784504247.4,81,33
1784504248.3,82,35
1784504248.5,82,33
1784504248.9,82,47
1784504249.9,81,35
1784504250.2,82,34
1784504250.3,81,47
1784504251.4,81,34
1784504251.5,82,30
1784504251.5,82,34
1784504252.5,82,41
1784504252.7,81,34
1784504252.8,81,33
1784504253.1,82,3
1784504253.2,82,36
1784504253.4,82,33
1784504253.4,82,35
1784504253.7,81,35
1784504254.6,82,34
1784504254.7,81,36
1784504255.2,82,17
1784504255.2,82,35
1784504255.3,82,46
1784504255.7,82,2
1784504255.8,81,34
1784504255.9,81,33
1784504256.8,81,35
1784504256.9,81,26
