event_timestamp,local_timestamp,intersection_id,reason,rule,pair_key,det_a,det_b,det_a_type,det_b_type,orphan_det,slot,event_start_ts,event_end_ts,pulse_duration_sec,min_pulse_sec,sampling_floor_sec,min_pulse_floor_multiple,description
1785685157.578,2026-08-02 09:39:17.578279,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,17,b,1785685155.683,1785685157.531,1.849,3.2,1.6,2.0,orphan candidate on detector '17' not registered: pulse 1.849s < gate 3.200s
1785685157.581,2026-08-02 09:39:17.581290,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,17,a,1785685155.683,1785685157.531,1.849,3.2,1.6,2.0,orphan candidate on detector '17' not registered: pulse 1.849s < gate 3.200s
1785685160.504,2026-08-02 09:39:20.503762,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,17,b,1785685158.254,1785685160.460,2.206,3.2,1.6,2.0,orphan candidate on detector '17' not registered: pulse 2.206s < gate 3.200s
1785685160.505,2026-08-02 09:39:20.504805,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,17,a,1785685158.254,1785685160.460,2.206,3.2,1.6,2.0,orphan candidate on detector '17' not registered: pulse 2.206s < gate 3.200s
1785685161.917,2026-08-02 09:39:21.916564,201,below_sampling_floor,rule2_orphan_pulse,22:4,22,4,video,video,4,b,1785685158.999,1785685161.907,2.908,3.2,1.6,2.0,orphan candidate on detector '4' not registered: pulse 2.908s < gate 3.200s
1785685161.918,2026-08-02 09:39:21.917927,201,below_sampling_floor,rule2_orphan_pulse,39:4,4,39,video,radar,4,a,1785685158.999,1785685161.907,2.908,3.2,1.6,2.0,orphan candidate on detector '4' not registered: pulse 2.908s < gate 3.200s
1785685177.467,2026-08-02 09:39:37.467409,201,below_sampling_floor,rule2_orphan_pulse,30:41,41,30,radar,video,30,b,1785685175.992,1785685177.451,1.459,3.2,1.6,2.0,orphan candidate on detector '30' not registered: pulse 1.459s < gate 3.200s
1785685177.467,2026-08-02 09:39:37.467409,201,below_sampling_floor,rule2_orphan_pulse,3:30,30,3,video,video,30,a,1785685175.992,1785685177.451,1.459,3.2,1.6,2.0,orphan candidate on detector '30' not registered: pulse 1.459s < gate 3.200s
1785685178.578,2026-08-02 09:39:38.578023,201,below_sampling_floor,rule2_orphan_pulse,3:30,30,3,video,video,3,b,1785685177.451,1785685178.535,1.084,3.2,1.6,2.0,orphan candidate on detector '3' not registered: pulse 1.084s < gate 3.200s
1785685178.580,2026-08-02 09:39:38.580199,201,below_sampling_floor,rule2_orphan_pulse,3:41,3,41,video,radar,3,a,1785685177.451,1785685178.535,1.084,3.2,1.6,2.0,orphan candidate on detector '3' not registered: pulse 1.084s < gate 3.200s
1785685182.713,2026-08-02 09:39:42.712642,201,below_sampling_floor,rule2_orphan_pulse,22:39,39,22,radar,video,39,a,1785685180.388,1785685182.632,2.244,3.2,1.6,2.0,orphan candidate on detector '39' not registered: pulse 2.244s < gate 3.200s
1785685182.715,2026-08-02 09:39:42.715164,201,below_sampling_floor,rule2_orphan_pulse,39:4,4,39,video,radar,39,b,1785685180.388,1785685182.632,2.244,3.2,1.6,2.0,orphan candidate on detector '39' not registered: pulse 2.244s < gate 3.200s
1785685189.374,2026-08-02 09:39:49.374057,201,below_sampling_floor,rule2_orphan_pulse,30:41,41,30,radar,video,30,b,1785685186.335,1785685189.374,3.039,3.2,1.6,2.0,orphan candidate on detector '30' not registered: pulse 3.039s < gate 3.200s
1785685189.376,2026-08-02 09:39:49.375981,201,below_sampling_floor,rule2_orphan_pulse,3:30,30,3,video,video,30,a,1785685186.335,1785685189.374,3.039,3.2,1.6,2.0,orphan candidate on detector '30' not registered: pulse 3.039s < gate 3.200s
1785685200.368,2026-08-02 09:40:00.368425,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,42,a,1785685199.567,1785685200.322,0.755,0.7553,0.3776,2.0,orphan candidate on detector '42' not registered: pulse 0.755s < gate 0.755s
1785685200.371,2026-08-02 09:40:00.370672,201,below_sampling_floor,rule2_orphan_pulse,42:8,8,42,video,radar,42,b,1785685199.567,1785685200.322,0.755,0.7553,0.3776,2.0,orphan candidate on detector '42' not registered: pulse 0.755s < gate 0.755s
1785685224.889,2026-08-02 09:40:24.888628,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,17,b,1785685224.487,1785685224.871,0.384,0.7553,0.3776,2.0,orphan candidate on detector '17' not registered: pulse 0.384s < gate 0.755s
1785685224.890,2026-08-02 09:40:24.890136,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,17,a,1785685224.487,1785685224.871,0.384,0.7553,0.3776,2.0,orphan candidate on detector '17' not registered: pulse 0.384s < gate 0.755s
1785685225.697,2026-08-02 09:40:25.696768,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685224.871,1785685225.596,0.725,0.7553,0.3776,2.0,orphan candidate on detector '2' not registered: pulse 0.725s < gate 0.755s
1785685225.699,2026-08-02 09:40:25.699014,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685224.871,1785685225.596,0.725,0.7553,0.3776,2.0,orphan candidate on detector '2' not registered: pulse 0.725s < gate 0.755s
1785685267.371,2026-08-02 09:41:07.370552,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,42,a,1785685266.963,1785685267.332,0.368,0.7293,0.3647,2.0,orphan candidate on detector '42' not registered: pulse 0.368s < gate 0.729s
1785685267.371,2026-08-02 09:41:07.370552,201,below_sampling_floor,rule2_orphan_pulse,42:8,8,42,video,radar,42,b,1785685266.963,1785685267.332,0.368,0.7293,0.3647,2.0,orphan candidate on detector '42' not registered: pulse 0.368s < gate 0.729s
1785685275.656,2026-08-02 09:41:15.655737,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685275.235,1785685275.635,0.4,0.7293,0.3647,2.0,orphan candidate on detector '2' not registered: pulse 0.400s < gate 0.729s
1785685275.656,2026-08-02 09:41:15.655737,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685275.235,1785685275.635,0.4,0.7293,0.3647,2.0,orphan candidate on detector '2' not registered: pulse 0.400s < gate 0.729s
1785685300.588,2026-08-02 09:41:40.588388,201,below_sampling_floor,rule2_orphan_pulse,29:43,43,29,radar,video,43,a,1785685300.135,1785685300.523,0.388,0.7293,0.3647,2.0,orphan candidate on detector '43' not registered: pulse 0.388s < gate 0.729s
1785685306.238,2026-08-02 09:41:46.237895,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685305.801,1785685306.173,0.372,0.7293,0.3647,2.0,orphan candidate on detector '33' not registered: pulse 0.372s < gate 0.729s
1785685307.753,2026-08-02 09:41:47.753088,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685307.297,1785685307.696,0.399,0.7293,0.3647,2.0,orphan candidate on detector '33' not registered: pulse 0.399s < gate 0.729s
1785685313.012,2026-08-02 09:41:53.011838,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685312.599,1785685312.975,0.376,0.7293,0.3647,2.0,orphan candidate on detector '2' not registered: pulse 0.376s < gate 0.729s
1785685313.015,2026-08-02 09:41:53.014854,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685312.599,1785685312.975,0.376,0.7293,0.3647,2.0,orphan candidate on detector '2' not registered: pulse 0.376s < gate 0.729s
1785685317.168,2026-08-02 09:41:57.168276,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685316.761,1785685317.135,0.374,0.7528,0.3764,2.0,orphan candidate on detector '33' not registered: pulse 0.374s < gate 0.753s
1785685320.197,2026-08-02 09:42:00.196758,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785685319.384,1785685320.132,0.747,0.7528,0.3764,2.0,orphan candidate on detector '46' not registered: pulse 0.747s < gate 0.753s
1785685320.197,2026-08-02 09:42:00.196758,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785685319.384,1785685320.132,0.747,0.7528,0.3764,2.0,orphan candidate on detector '46' not registered: pulse 0.747s < gate 0.753s
1785685320.503,2026-08-02 09:42:00.502636,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685320.132,1785685320.500,0.368,0.7528,0.3764,2.0,orphan candidate on detector '33' not registered: pulse 0.368s < gate 0.753s
1785685322.115,2026-08-02 09:42:02.114882,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785685321.287,1785685322.035,0.748,0.7528,0.3764,2.0,orphan candidate on detector '46' not registered: pulse 0.748s < gate 0.753s
1785685322.118,2026-08-02 09:42:02.117933,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785685321.287,1785685322.035,0.748,0.7528,0.3764,2.0,orphan candidate on detector '46' not registered: pulse 0.748s < gate 0.753s
1785685323.228,2026-08-02 09:42:03.228317,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685322.400,1785685323.136,0.737,0.7528,0.3764,2.0,orphan candidate on detector '2' not registered: pulse 0.737s < gate 0.753s
1785685323.231,2026-08-02 09:42:03.231333,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685322.400,1785685323.136,0.737,0.7528,0.3764,2.0,orphan candidate on detector '2' not registered: pulse 0.737s < gate 0.753s
1785685328.884,2026-08-02 09:42:08.884306,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785685328.475,1785685328.839,0.364,0.7528,0.3764,2.0,orphan candidate on detector '46' not registered: pulse 0.364s < gate 0.753s
1785685328.887,2026-08-02 09:42:08.886899,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785685328.475,1785685328.839,0.364,0.7528,0.3764,2.0,orphan candidate on detector '46' not registered: pulse 0.364s < gate 0.753s
1785685330.399,2026-08-02 09:42:10.398948,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685329.612,1785685330.339,0.727,0.7528,0.3764,2.0,orphan candidate on detector '2' not registered: pulse 0.727s < gate 0.753s
1785685330.399,2026-08-02 09:42:10.398948,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685329.612,1785685330.339,0.727,0.7528,0.3764,2.0,orphan candidate on detector '2' not registered: pulse 0.727s < gate 0.753s
1785685375.719,2026-08-02 09:42:55.718908,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685375.262,1785685375.653,0.391,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.391s < gate 0.745s
1785685380.164,2026-08-02 09:43:00.164406,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685379.716,1785685380.078,0.362,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.362s < gate 0.745s
1785685381.582,2026-08-02 09:43:01.582030,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685381.185,1785685381.554,0.368,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.368s < gate 0.745s
1785685389.054,2026-08-02 09:43:09.053890,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685388.662,1785685389.036,0.374,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.374s < gate 0.745s
1785685394.304,2026-08-02 09:43:14.303537,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685393.889,1785685394.260,0.371,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.371s < gate 0.745s
1785685395.718,2026-08-02 09:43:15.717922,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685395.346,1785685395.714,0.368,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.368s < gate 0.745s
1785685397.236,2026-08-02 09:43:17.236187,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685396.799,1785685397.179,0.38,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.380s < gate 0.745s
1785685398.352,2026-08-02 09:43:18.352463,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685397.902,1785685398.276,0.374,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.374s < gate 0.745s
1785685401.388,2026-08-02 09:43:21.388125,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685400.878,1785685401.304,0.426,0.745,0.3725,2.0,orphan candidate on detector '33' not registered: pulse 0.426s < gate 0.745s
1785685439.364,2026-08-02 09:43:59.363503,201,below_sampling_floor,rule2_orphan_pulse,24:7,24,7,video,video,7,b,1785685438.957,1785685439.319,0.362,0.7494,0.3747,2.0,orphan candidate on detector '7' not registered: pulse 0.362s < gate 0.749s
1785685439.367,2026-08-02 09:43:59.366517,201,below_sampling_floor,rule2_orphan_pulse,38:7,7,38,video,radar,7,a,1785685438.957,1785685439.319,0.362,0.7494,0.3747,2.0,orphan candidate on detector '7' not registered: pulse 0.362s < gate 0.749s
1785685447.935,2026-08-02 09:44:07.935207,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685447.151,1785685447.882,0.731,0.7494,0.3747,2.0,orphan candidate on detector '33' not registered: pulse 0.731s < gate 0.749s
1785685535.523,2026-08-02 09:45:35.523276,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685535.152,1785685535.514,0.362,0.7531,0.3765,2.0,orphan candidate on detector '33' not registered: pulse 0.362s < gate 0.753s
1785685538.556,2026-08-02 09:45:38.556245,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685537.731,1785685538.478,0.746,0.7531,0.3765,2.0,orphan candidate on detector '33' not registered: pulse 0.746s < gate 0.753s
1785685590.695,2026-08-02 09:46:30.695173,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685590.253,1785685590.639,0.386,0.7358,0.3679,2.0,orphan candidate on detector '2' not registered: pulse 0.386s < gate 0.736s
1785685590.698,2026-08-02 09:46:30.697836,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685590.253,1785685590.639,0.386,0.7358,0.3679,2.0,orphan candidate on detector '2' not registered: pulse 0.386s < gate 0.736s
1785685610.580,2026-08-02 09:46:50.579984,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685609.758,1785685610.491,0.733,0.7358,0.3679,2.0,orphan candidate on detector '2' not registered: pulse 0.733s < gate 0.736s
1785685610.580,2026-08-02 09:46:50.580488,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685609.758,1785685610.491,0.733,0.7358,0.3679,2.0,orphan candidate on detector '2' not registered: pulse 0.733s < gate 0.736s
1785685616.433,2026-08-02 09:46:56.433419,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685615.981,1785685616.357,0.376,0.7493,0.3746,2.0,orphan candidate on detector '33' not registered: pulse 0.376s < gate 0.749s
1785685618.981,2026-08-02 09:46:58.980778,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685618.226,1785685618.950,0.724,0.7493,0.3746,2.0,orphan candidate on detector '33' not registered: pulse 0.724s < gate 0.749s
1785685798.496,2026-08-02 09:49:58.496338,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685797.702,1785685798.431,0.729,0.749,0.3745,2.0,orphan candidate on detector '33' not registered: pulse 0.729s < gate 0.749s
1785685801.830,2026-08-02 09:50:01.829702,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685801.031,1785685801.762,0.731,0.749,0.3745,2.0,orphan candidate on detector '33' not registered: pulse 0.731s < gate 0.749s
1785685806.271,2026-08-02 09:50:06.271165,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785685805.548,1785685806.271,0.723,0.749,0.3745,2.0,orphan candidate on detector '46' not registered: pulse 0.723s < gate 0.749s
1785685806.273,2026-08-02 09:50:06.273169,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785685805.548,1785685806.271,0.723,0.749,0.3745,2.0,orphan candidate on detector '46' not registered: pulse 0.723s < gate 0.749s
1785685808.189,2026-08-02 09:50:08.189193,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785685807.406,1785685808.142,0.736,0.749,0.3745,2.0,orphan candidate on detector '46' not registered: pulse 0.736s < gate 0.749s
1785685808.189,2026-08-02 09:50:08.189193,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785685807.406,1785685808.142,0.736,0.749,0.3745,2.0,orphan candidate on detector '46' not registered: pulse 0.736s < gate 0.749s
1785685809.300,2026-08-02 09:50:09.299660,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785685808.522,1785685809.263,0.741,0.749,0.3745,2.0,orphan candidate on detector '46' not registered: pulse 0.741s < gate 0.749s
1785685809.302,2026-08-02 09:50:09.301679,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785685808.522,1785685809.263,0.741,0.749,0.3745,2.0,orphan candidate on detector '46' not registered: pulse 0.741s < gate 0.749s
1785685810.818,2026-08-02 09:50:10.817851,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785685810.025,1785685810.764,0.739,0.749,0.3745,2.0,orphan candidate on detector '2' not registered: pulse 0.739s < gate 0.749s
1785685810.820,2026-08-02 09:50:10.819862,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785685810.025,1785685810.764,0.739,0.749,0.3745,2.0,orphan candidate on detector '2' not registered: pulse 0.739s < gate 0.749s
1785685816.170,2026-08-02 09:50:16.170008,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685815.782,1785685816.161,0.379,0.749,0.3745,2.0,orphan candidate on detector '33' not registered: pulse 0.379s < gate 0.749s
1785685819.499,2026-08-02 09:50:19.498876,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685819.100,1785685819.478,0.377,0.749,0.3745,2.0,orphan candidate on detector '33' not registered: pulse 0.377s < gate 0.749s
1785685821.412,2026-08-02 09:50:21.412344,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685820.949,1785685821.316,0.368,0.749,0.3745,2.0,orphan candidate on detector '33' not registered: pulse 0.368s < gate 0.749s
1785685947.125,2026-08-02 09:52:27.124709,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685946.745,1785685947.108,0.362,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.362s < gate 0.737s
1785685950.050,2026-08-02 09:52:30.049823,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685949.313,1785685950.045,0.732,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.732s < gate 0.737s
1785685951.567,2026-08-02 09:52:31.566822,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685950.783,1785685951.520,0.737,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.737s < gate 0.737s
1785685953.398,2026-08-02 09:52:33.398284,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685952.613,1785685953.346,0.733,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.733s < gate 0.737s
1785685959.759,2026-08-02 09:52:39.758934,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685959.316,1785685959.724,0.408,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.408s < gate 0.737s
1785685961.684,2026-08-02 09:52:41.684187,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685961.217,1785685961.589,0.373,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.373s < gate 0.737s
1785685966.425,2026-08-02 09:52:46.425213,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685966.058,1785685966.424,0.365,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.365s < gate 0.737s
1785685968.245,2026-08-02 09:52:48.244814,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785685967.519,1785685968.245,0.725,0.7372,0.3686,2.0,orphan candidate on detector '33' not registered: pulse 0.725s < gate 0.737s
1785685969.057,2026-08-02 09:52:49.056709,201,below_sampling_floor,rule2_orphan_pulse,22:4,22,4,video,video,4,b,1785685968.613,1785685968.988,0.375,0.7372,0.3686,2.0,orphan candidate on detector '4' not registered: pulse 0.375s < gate 0.737s
1785685969.057,2026-08-02 09:52:49.056709,201,below_sampling_floor,rule2_orphan_pulse,39:4,4,39,video,radar,4,a,1785685968.613,1785685968.988,0.375,0.7372,0.3686,2.0,orphan candidate on detector '4' not registered: pulse 0.375s < gate 0.737s
1785685969.768,2026-08-02 09:52:49.768010,201,below_sampling_floor,rule2_orphan_pulse,22:4,22,4,video,video,4,b,1785685969.352,1785685969.724,0.371,0.7372,0.3686,2.0,orphan candidate on detector '4' not registered: pulse 0.371s < gate 0.737s
1785685969.768,2026-08-02 09:52:49.768010,201,below_sampling_floor,rule2_orphan_pulse,39:4,4,39,video,radar,4,a,1785685969.352,1785685969.724,0.371,0.7372,0.3686,2.0,orphan candidate on detector '4' not registered: pulse 0.371s < gate 0.737s
1785685969.768,2026-08-02 09:52:49.768010,201,below_sampling_floor,rule2_orphan_pulse,24:7,24,7,video,video,7,b,1785685969.352,1785685969.724,0.371,0.7372,0.3686,2.0,orphan candidate on detector '7' not registered: pulse 0.371s < gate 0.737s
1785685969.774,2026-08-02 09:52:49.774140,201,below_sampling_floor,rule2_orphan_pulse,38:7,7,38,video,radar,7,a,1785685969.352,1785685969.724,0.371,0.7372,0.3686,2.0,orphan candidate on detector '7' not registered: pulse 0.371s < gate 0.737s
1785685970.481,2026-08-02 09:52:50.480955,201,below_sampling_floor,rule2_orphan_pulse,24:7,24,7,video,video,7,b,1785685970.089,1785685970.458,0.368,0.7372,0.3686,2.0,orphan candidate on detector '7' not registered: pulse 0.368s < gate 0.737s
1785685970.487,2026-08-02 09:52:50.486530,201,below_sampling_floor,rule2_orphan_pulse,38:7,7,38,video,radar,7,a,1785685970.089,1785685970.458,0.368,0.7372,0.3686,2.0,orphan candidate on detector '7' not registered: pulse 0.368s < gate 0.737s
1785685972.710,2026-08-02 09:52:52.710460,201,below_sampling_floor,rule2_orphan_pulse,22:39,39,22,radar,video,22,b,1785685971.933,1785685972.666,0.733,0.7372,0.3686,2.0,orphan candidate on detector '22' not registered: pulse 0.733s < gate 0.737s
1785685972.710,2026-08-02 09:52:52.710460,201,below_sampling_floor,rule2_orphan_pulse,22:4,22,4,video,video,22,a,1785685971.933,1785685972.666,0.733,0.7372,0.3686,2.0,orphan candidate on detector '22' not registered: pulse 0.733s < gate 0.737s
1785685984.241,2026-08-02 09:53:04.241328,201,below_sampling_floor,rule2_orphan_pulse,24:7,24,7,video,video,7,b,1785685983.849,1785685984.215,0.367,0.7443,0.3721,2.0,orphan candidate on detector '7' not registered: pulse 0.367s < gate 0.744s
1785686021.670,2026-08-02 09:53:41.670390,201,below_sampling_floor,rule2_orphan_pulse,22:4,22,4,video,video,4,b,1785686021.274,1785686021.646,0.372,0.7443,0.3721,2.0,orphan candidate on detector '4' not registered: pulse 0.372s < gate 0.744s
1785686021.670,2026-08-02 09:53:41.670390,201,below_sampling_floor,rule2_orphan_pulse,39:4,4,39,video,radar,4,a,1785686021.274,1785686021.646,0.372,0.7443,0.3721,2.0,orphan candidate on detector '4' not registered: pulse 0.372s < gate 0.744s
1785686022.078,2026-08-02 09:53:42.078055,201,below_sampling_floor,rule2_orphan_pulse,24:7,24,7,video,video,7,b,1785686021.646,1785686022.022,0.376,0.7443,0.3721,2.0,orphan candidate on detector '7' not registered: pulse 0.376s < gate 0.744s
1785686022.080,2026-08-02 09:53:42.080068,201,below_sampling_floor,rule2_orphan_pulse,38:7,7,38,video,radar,7,a,1785686021.646,1785686022.022,0.376,0.7443,0.3721,2.0,orphan candidate on detector '7' not registered: pulse 0.376s < gate 0.744s
1785686023.896,2026-08-02 09:53:43.895964,201,below_sampling_floor,rule2_orphan_pulse,24:7,24,7,video,video,7,b,1785686023.511,1785686023.886,0.375,0.7443,0.3721,2.0,orphan candidate on detector '7' not registered: pulse 0.375s < gate 0.744s
1785686023.898,2026-08-02 09:53:43.897976,201,below_sampling_floor,rule2_orphan_pulse,38:7,7,38,video,radar,7,a,1785686023.511,1785686023.886,0.375,0.7443,0.3721,2.0,orphan candidate on detector '7' not registered: pulse 0.375s < gate 0.744s
1785686134.537,2026-08-02 09:55:34.537420,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785686134.145,1785686134.522,0.377,0.753,0.3765,2.0,orphan candidate on detector '33' not registered: pulse 0.377s < gate 0.753s
1785686165.329,2026-08-02 09:56:05.328856,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785686164.925,1785686165.294,0.369,0.7336,0.3668,2.0,orphan candidate on detector '2' not registered: pulse 0.369s < gate 0.734s
1785686165.331,2026-08-02 09:56:05.330874,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785686164.925,1785686165.294,0.369,0.7336,0.3668,2.0,orphan candidate on detector '2' not registered: pulse 0.369s < gate 0.734s
1785686166.139,2026-08-02 09:56:06.139314,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785686164.551,1785686164.925,0.374,0.7336,0.3668,2.0,orphan candidate on detector '33' not registered: pulse 0.374s < gate 0.734s
1785686233.865,2026-08-02 09:57:13.864860,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785686233.427,1785686233.805,0.378,0.7354,0.3677,2.0,orphan candidate on detector '31' not registered: pulse 0.378s < gate 0.735s
1785686233.866,2026-08-02 09:57:13.866487,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785686233.427,1785686233.805,0.378,0.7354,0.3677,2.0,orphan candidate on detector '31' not registered: pulse 0.378s < gate 0.735s
1785686253.335,2026-08-02 09:57:33.334764,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785686252.862,1785686253.239,0.377,0.7354,0.3677,2.0,orphan candidate on detector '33' not registered: pulse 0.377s < gate 0.735s
1785686255.153,2026-08-02 09:57:35.152721,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785686254.697,1785686255.060,0.363,0.7354,0.3677,2.0,orphan candidate on detector '33' not registered: pulse 0.363s < gate 0.735s
1785686258.080,2026-08-02 09:57:38.080082,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785686257.610,1785686257.993,0.383,0.7354,0.3677,2.0,orphan candidate on detector '33' not registered: pulse 0.383s < gate 0.735s
1785686261.307,2026-08-02 09:57:41.306706,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785686260.563,1785686261.298,0.734,0.7354,0.3677,2.0,orphan candidate on detector '46' not registered: pulse 0.734s < gate 0.735s
