timestamp,timestamp_utc,camera_id,deleted_file,kept_file,deleted_start_ts,deleted_end_ts,kept_start_ts,kept_end_ts,deleted_duration_sec,bytes_reclaimed,log_rows_updated,tolerance_sec
1785703234.143682,2026-08-02 20:40:34 UTC,fisheye,46e51a8f_fisheye_1785702916.ts,f64f0c22_fisheye_1785702896.ts,1785702906.234,1785702932.734,1785702887.574,1785703003.573,26.500,1746708,1,0.5
1785703537.753542,2026-08-02 20:45:37 UTC,fisheye,c6e00bc2_fisheye_1785703417.ts,1b71390e_fisheye_1785703409.ts,1785703408.407,1785703423.457,1785703402.207,1785703423.457,15.050,877584,1,0.5
1785703841.359253,2026-08-02 20:50:41 UTC,fisheye,75ef7fe8_fisheye_1785703490.ts,940428e1_fisheye_1785703488.ts,1785703482.886,1785703512.636,1785703476.524,1785703579.574,29.750,1725276,1,0.5
1785703841.359253,2026-08-02 20:50:41 UTC,fisheye,32507c0d_fisheye_1785703741.ts,048c82f4_fisheye_1785703644.ts,1785703730.747,1785703747.947,1785703637.815,1785703770.264,17.200,1053740,1,0.5
1785704145.268489,2026-08-02 20:55:45 UTC,fisheye,5bcfd1c6_fisheye_1785703956.ts,83bcd7ce_fisheye_1785703954.ts,1785703947.757,1785703962.857,1785703947.693,1785703964.893,15.100,1053176,1,0.5
1785704449.096019,2026-08-02 21:00:49 UTC,fisheye,4999c09e_fisheye_1785704068.ts,a31ce019_fisheye_1785703999.ts,1785704059.413,1785704086.513,1785703991.232,1785704155.482,27.100,1696324,1,0.5
1785704449.096019,2026-08-02 21:00:49 UTC,fisheye,6e42014d_fisheye_1785704088.ts,a31ce019_fisheye_1785703999.ts,1785704078.114,1785704098.714,1785703991.232,1785704155.482,20.600,1436320,1,0.5
1785704753.091111,2026-08-02 21:05:53 UTC,fisheye,08e8ac11_fisheye_1785704650.ts,6e6a68de_fisheye_1785704646.ts,1785704643.506,1785704669.906,1785704637.264,1785704684.814,26.400,1623380,1,0.5
1785705056.931332,2026-08-02 21:10:56 UTC,fisheye,c70268df_fisheye_1785704723.ts,2d8849a1_fisheye_1785704709.ts,1785704711.585,1785704739.385,1785704699.273,1785704891.573,27.800,1750844,1,0.5
1785705056.931332,2026-08-02 21:10:56 UTC,fisheye,14187c3c_fisheye_1785704741.ts,2d8849a1_fisheye_1785704709.ts,1785704730.289,1785704757.289,1785704699.273,1785704891.573,27.000,1599316,1,0.5
1785705056.931332,2026-08-02 21:10:56 UTC,fisheye,1c0f1bb7_fisheye_1785704767.ts,2d8849a1_fisheye_1785704709.ts,1785704761.241,1785704778.091,1785704699.273,1785704891.573,16.850,1259036,1,0.5
1785705360.907699,2026-08-02 21:16:00 UTC,fisheye,7f44819c_fisheye_1785705238.ts,383019f4_fisheye_1785705240.ts,1785705232.504,1785705264.854,1785705232.446,1785705266.896,32.350,2033032,1,0.5
1785705969.139532,2026-08-02 21:26:09 UTC,fisheye,757e659f_fisheye_1785705749.ts,7c88835f_fisheye_1785705544.ts,1785705740.955,1785705755.505,1785705536.244,1785705767.693,14.550,980420,1,0.5
1785705969.139532,2026-08-02 21:26:09 UTC,fisheye,53d28aee_fisheye_1785705792.ts,37c97a22_fisheye_1785705794.ts,1785705784.245,1785705895.495,1785705784.243,1785705895.492,111.250,7019168,1,0.5
1785706273.347456,2026-08-02 21:31:13 UTC,fisheye,4457a7e4_fisheye_1785705932.ts,77425988_fisheye_1785705913.ts,1785705920.704,1785705940.154,1785705902.011,1785705944.211,19.450,1226888,1,0.5
1785706273.347456,2026-08-02 21:31:13 UTC,fisheye,7abf06df_fisheye_1785705982.ts,305cda8a_fisheye_1785705986.ts,1785705976.473,1785705990.823,1785705976.370,1785706007.070,14.350,891308,1,0.5
1785706273.347456,2026-08-02 21:31:13 UTC,fisheye,1fbd9e79_fisheye_1785706126.ts,f322ccb8_fisheye_1785706124.ts,1785706118.991,1785706132.841,1785706112.813,1785706140.363,13.850,888488,1,0.5
1785706578.259249,2026-08-02 21:36:18 UTC,fisheye,3a659c45_fisheye_1785706335.ts,c1b64788_fisheye_1785706307.ts,1785706323.629,1785706341.729,1785706298.930,1785706441.080,18.100,1360556,1,0.5
1785706578.259249,2026-08-02 21:36:18 UTC,fisheye,2d80802a_fisheye_1785706392.ts,c1b64788_fisheye_1785706307.ts,1785706385.633,1785706409.383,1785706298.930,1785706441.080,23.750,1601760,1,0.5
1785706882.682280,2026-08-02 21:41:22 UTC,fisheye,0390b39e_fisheye_1785706536.ts,48c44cf6_fisheye_1785706538.ts,1785706528.253,1785706554.603,1785706528.238,1785706554.388,26.350,1639736,1,0.5
1785706882.682280,2026-08-02 21:41:22 UTC,fisheye,b8d7d2bd_fisheye_1785706639.ts,3dda4f7c_fisheye_1785706603.ts,1785706633.682,1785706645.932,1785706596.446,1785706690.496,12.250,742412,1,0.5
1785706882.682280,2026-08-02 21:41:22 UTC,fisheye,ac0de91e_fisheye_1785706731.ts,ceb944e2_fisheye_1785706728.ts,1785706720.492,1785706747.142,1785706720.391,1785706747.540,26.650,1942792,1,0.5
1785706882.682280,2026-08-02 21:41:22 UTC,fisheye,39695066_fisheye_1785706751.ts,719b5b44_fisheye_1785706753.ts,1785706745.276,1785706757.426,1785706745.245,1785706767.595,12.150,998656,1,0.5
1785707187.285765,2026-08-02 21:46:27 UTC,fisheye,8580c87e_fisheye_1785706765.ts,e551caa4_fisheye_1785706767.ts,1785706757.636,1785706887.286,1785706757.560,1785706893.359,129.650,9279680,1,0.5
1785707187.285765,2026-08-02 21:46:27 UTC,fisheye,4b31a462_fisheye_1785706972.ts,a3bd268a_fisheye_1785706964.ts,1785706962.274,1785707037.324,1785706956.052,1785707061.652,75.050,4786480,1,0.5
1785707187.285765,2026-08-02 21:46:27 UTC,fisheye,8e15fedd_fisheye_1785707043.ts,a3bd268a_fisheye_1785706964.ts,1785707036.653,1785707059.403,1785706956.052,1785707061.652,22.750,1632216,1,0.5
