event_timestamp,local_timestamp,intersection_id,reason,rule,pair_key,det_a,det_b,det_a_type,det_b_type,orphan_det,slot,event_start_ts,event_end_ts,pulse_duration_sec,min_pulse_sec,sampling_floor_sec,min_pulse_floor_multiple,description
1785612471.616,2026-08-01 13:27:51.616454,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612470.544,1785612471.532,0.988,3.2,1.6,2.0,orphan candidate on detector '33' not registered: pulse 0.988s < gate 3.200s
1785612472.624,2026-08-01 13:27:52.624346,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,17,b,1785612469.554,1785612472.527,2.973,3.2,1.6,2.0,orphan candidate on detector '17' not registered: pulse 2.973s < gate 3.200s
1785612472.639,2026-08-01 13:27:52.639187,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,17,a,1785612469.554,1785612472.527,2.973,3.2,1.6,2.0,orphan candidate on detector '17' not registered: pulse 2.973s < gate 3.200s
1785612472.639,2026-08-01 13:27:52.639187,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785612470.229,1785612472.527,2.299,3.2,1.6,2.0,orphan candidate on detector '2' not registered: pulse 2.299s < gate 3.200s
1785612472.639,2026-08-01 13:27:52.639187,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785612470.229,1785612472.527,2.299,3.2,1.6,2.0,orphan candidate on detector '2' not registered: pulse 2.299s < gate 3.200s
1785612475.869,2026-08-01 13:27:55.869133,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785612473.523,1785612475.859,2.336,3.2,1.6,2.0,orphan candidate on detector '46' not registered: pulse 2.336s < gate 3.200s
1785612475.871,2026-08-01 13:27:55.870666,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785612473.523,1785612475.859,2.336,3.2,1.6,2.0,orphan candidate on detector '46' not registered: pulse 2.336s < gate 3.200s
1785612485.244,2026-08-01 13:28:05.244384,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785612484.249,1785612485.222,0.973,3.2,1.6,2.0,orphan candidate on detector '46' not registered: pulse 0.973s < gate 3.200s
1785612485.247,2026-08-01 13:28:05.246934,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785612484.249,1785612485.222,0.973,3.2,1.6,2.0,orphan candidate on detector '46' not registered: pulse 0.973s < gate 3.200s
1785612486.562,2026-08-01 13:28:06.561867,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785612485.222,1785612486.522,1.301,3.2,1.6,2.0,orphan candidate on detector '2' not registered: pulse 1.301s < gate 3.200s
1785612486.565,2026-08-01 13:28:06.564647,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785612485.222,1785612486.522,1.301,3.2,1.6,2.0,orphan candidate on detector '2' not registered: pulse 1.301s < gate 3.200s
1785612487.576,2026-08-01 13:28:07.575744,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785612486.187,1785612487.477,1.29,3.2,1.6,2.0,orphan candidate on detector '46' not registered: pulse 1.290s < gate 3.200s
1785612487.578,2026-08-01 13:28:07.578473,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785612486.187,1785612487.477,1.29,3.2,1.6,2.0,orphan candidate on detector '46' not registered: pulse 1.290s < gate 3.200s
1785612488.790,2026-08-01 13:28:08.789943,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785612487.477,1785612488.757,1.279,3.2,1.6,2.0,orphan candidate on detector '2' not registered: pulse 1.279s < gate 3.200s
1785612488.791,2026-08-01 13:28:08.791371,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785612487.477,1785612488.757,1.279,3.2,1.6,2.0,orphan candidate on detector '2' not registered: pulse 1.279s < gate 3.200s
1785612548.434,2026-08-01 13:29:08.433681,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612548.057,1785612548.378,0.321,0.6439,0.322,2.0,orphan candidate on detector '33' not registered: pulse 0.321s < gate 0.644s
1785612593.305,2026-08-01 13:29:53.305181,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612592.899,1785612593.227,0.328,0.6744,0.3372,2.0,orphan candidate on detector '33' not registered: pulse 0.328s < gate 0.674s
1785612595.220,2026-08-01 13:29:55.219515,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612594.523,1785612595.156,0.633,0.6744,0.3372,2.0,orphan candidate on detector '33' not registered: pulse 0.633s < gate 0.674s
1785612595.825,2026-08-01 13:29:55.825496,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785612595.156,1785612595.800,0.644,0.6744,0.3372,2.0,orphan candidate on detector '46' not registered: pulse 0.644s < gate 0.674s
1785612595.827,2026-08-01 13:29:55.826603,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785612595.156,1785612595.800,0.644,0.6744,0.3372,2.0,orphan candidate on detector '46' not registered: pulse 0.644s < gate 0.674s
1785612597.135,2026-08-01 13:29:57.135414,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785612596.429,1785612597.090,0.661,0.6744,0.3372,2.0,orphan candidate on detector '2' not registered: pulse 0.661s < gate 0.674s
1785612597.135,2026-08-01 13:29:57.135414,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785612596.429,1785612597.090,0.661,0.6744,0.3372,2.0,orphan candidate on detector '2' not registered: pulse 0.661s < gate 0.674s
1785612600.360,2026-08-01 13:30:00.359821,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612599.967,1785612600.294,0.328,0.6744,0.3372,2.0,orphan candidate on detector '33' not registered: pulse 0.328s < gate 0.674s
1785612602.278,2026-08-01 13:30:02.278322,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612601.556,1785612602.193,0.637,0.6744,0.3372,2.0,orphan candidate on detector '33' not registered: pulse 0.637s < gate 0.674s
1785612686.709,2026-08-01 13:31:26.709463,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,42,a,1785612686.261,1785612686.620,0.359,0.6934,0.3467,2.0,orphan candidate on detector '42' not registered: pulse 0.359s < gate 0.693s
1785612686.713,2026-08-01 13:31:26.712657,201,below_sampling_floor,rule2_orphan_pulse,42:8,8,42,video,radar,42,b,1785612686.261,1785612686.620,0.359,0.6934,0.3467,2.0,orphan candidate on detector '42' not registered: pulse 0.359s < gate 0.693s
1785612693.588,2026-08-01 13:31:33.588064,201,below_sampling_floor,rule2_orphan_pulse,29:43,43,29,radar,video,43,a,1785612693.148,1785612693.501,0.353,0.6934,0.3467,2.0,orphan candidate on detector '43' not registered: pulse 0.353s < gate 0.693s
1785612714.075,2026-08-01 13:31:54.074831,201,below_sampling_floor,rule2_orphan_pulse,24:7,24,7,video,video,7,b,1785612713.638,1785612713.980,0.342,0.6934,0.3467,2.0,orphan candidate on detector '7' not registered: pulse 0.342s < gate 0.693s
1785612714.078,2026-08-01 13:31:54.077849,201,below_sampling_floor,rule2_orphan_pulse,38:7,7,38,video,radar,7,a,1785612713.638,1785612713.980,0.342,0.6934,0.3467,2.0,orphan candidate on detector '7' not registered: pulse 0.342s < gate 0.693s
1785612720.445,2026-08-01 13:32:00.444716,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612719.750,1785612720.423,0.672,0.6934,0.3467,2.0,orphan candidate on detector '33' not registered: pulse 0.672s < gate 0.693s
1785612726.710,2026-08-01 13:32:06.709832,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612726.313,1785612726.652,0.339,0.6934,0.3467,2.0,orphan candidate on detector '33' not registered: pulse 0.339s < gate 0.693s
1785612728.035,2026-08-01 13:32:08.034838,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612727.324,1785612727.988,0.664,0.6934,0.3467,2.0,orphan candidate on detector '33' not registered: pulse 0.664s < gate 0.693s
1785612729.359,2026-08-01 13:32:09.358773,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612728.972,1785612729.299,0.327,0.6934,0.3467,2.0,orphan candidate on detector '33' not registered: pulse 0.327s < gate 0.693s
1785612730.674,2026-08-01 13:32:10.674484,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612730.301,1785612730.638,0.337,0.6934,0.3467,2.0,orphan candidate on detector '33' not registered: pulse 0.337s < gate 0.693s
1785612737.188,2026-08-01 13:32:17.187627,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612736.842,1785612737.188,0.346,0.6696,0.3348,2.0,orphan candidate on detector '33' not registered: pulse 0.346s < gate 0.670s
1785612738.911,2026-08-01 13:32:18.911331,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612738.522,1785612738.861,0.339,0.6696,0.3348,2.0,orphan candidate on detector '33' not registered: pulse 0.339s < gate 0.670s
1785612742.151,2026-08-01 13:32:22.151318,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612741.814,1785612742.133,0.319,0.6696,0.3348,2.0,orphan candidate on detector '33' not registered: pulse 0.319s < gate 0.670s
1785612743.884,2026-08-01 13:32:23.884153,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612743.480,1785612743.799,0.319,0.6696,0.3348,2.0,orphan candidate on detector '33' not registered: pulse 0.319s < gate 0.670s
1785612749.253,2026-08-01 13:32:29.252518,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,46,a,1785612748.562,1785612749.230,0.668,0.6696,0.3348,2.0,orphan candidate on detector '46' not registered: pulse 0.668s < gate 0.670s
1785612749.254,2026-08-01 13:32:29.253543,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,46,b,1785612748.562,1785612749.230,0.668,0.6696,0.3348,2.0,orphan candidate on detector '46' not registered: pulse 0.668s < gate 0.670s
1785612750.569,2026-08-01 13:32:30.568625,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612750.238,1785612750.569,0.331,0.6696,0.3348,2.0,orphan candidate on detector '33' not registered: pulse 0.331s < gate 0.670s
1785612762.191,2026-08-01 13:32:42.190742,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785612761.519,1785612762.187,0.668,0.6696,0.3348,2.0,orphan candidate on detector '2' not registered: pulse 0.668s < gate 0.670s
1785612762.192,2026-08-01 13:32:42.192382,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785612761.519,1785612762.187,0.668,0.6696,0.3348,2.0,orphan candidate on detector '2' not registered: pulse 0.668s < gate 0.670s
1785612840.673,2026-08-01 13:34:00.673318,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,42,a,1785612840.004,1785612840.665,0.661,0.6625,0.3313,2.0,orphan candidate on detector '42' not registered: pulse 0.661s < gate 0.663s
1785612840.675,2026-08-01 13:34:00.675335,201,below_sampling_floor,rule2_orphan_pulse,42:8,8,42,video,radar,42,b,1785612840.004,1785612840.665,0.661,0.6625,0.3313,2.0,orphan candidate on detector '42' not registered: pulse 0.661s < gate 0.663s
1785612842.396,2026-08-01 13:34:02.396045,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612841.661,1785612842.311,0.65,0.6625,0.3313,2.0,orphan candidate on detector '33' not registered: pulse 0.650s < gate 0.663s
1785612844.621,2026-08-01 13:34:04.621321,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612844.237,1785612844.558,0.321,0.6625,0.3313,2.0,orphan candidate on detector '33' not registered: pulse 0.321s < gate 0.663s
1785612846.263,2026-08-01 13:34:06.262846,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612845.838,1785612846.174,0.336,0.6625,0.3313,2.0,orphan candidate on detector '33' not registered: pulse 0.336s < gate 0.663s
1785612847.172,2026-08-01 13:34:07.172338,201,below_sampling_floor,rule2_orphan_pulse,29:43,43,29,radar,video,43,a,1785612846.495,1785612847.131,0.636,0.6625,0.3313,2.0,orphan candidate on detector '43' not registered: pulse 0.636s < gate 0.663s
1785612852.054,2026-08-01 13:34:12.053894,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612851.367,1785612852.018,0.651,0.6625,0.3313,2.0,orphan candidate on detector '33' not registered: pulse 0.651s < gate 0.663s
1785612854.190,2026-08-01 13:34:14.190386,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612853.841,1785612854.189,0.349,0.6826,0.3413,2.0,orphan candidate on detector '33' not registered: pulse 0.349s < gate 0.683s
1785612860.915,2026-08-01 13:34:20.915021,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612860.156,1785612860.836,0.68,0.6826,0.3413,2.0,orphan candidate on detector '33' not registered: pulse 0.680s < gate 0.683s
1785612865.566,2026-08-01 13:34:25.565955,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612864.857,1785612865.536,0.679,0.6826,0.3413,2.0,orphan candidate on detector '33' not registered: pulse 0.679s < gate 0.683s
1785612866.887,2026-08-01 13:34:26.886955,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785612866.230,1785612866.887,0.657,0.6826,0.3413,2.0,orphan candidate on detector '33' not registered: pulse 0.657s < gate 0.683s
1785612892.375,2026-08-01 13:34:52.374859,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785612892.009,1785612892.330,0.321,0.6826,0.3413,2.0,orphan candidate on detector '31' not registered: pulse 0.321s < gate 0.683s
1785612892.379,2026-08-01 13:34:52.378967,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785612892.009,1785612892.330,0.321,0.6826,0.3413,2.0,orphan candidate on detector '31' not registered: pulse 0.321s < gate 0.683s
1785612896.350,2026-08-01 13:34:56.349701,201,below_sampling_floor,rule2_orphan_pulse,29:43,43,29,radar,video,43,a,1785612895.973,1785612896.296,0.323,0.6826,0.3413,2.0,orphan candidate on detector '43' not registered: pulse 0.323s < gate 0.683s
1785612933.101,2026-08-01 13:35:33.101413,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,42,a,1785612932.421,1785612933.080,0.659,0.8923,0.4461,2.0,orphan candidate on detector '42' not registered: pulse 0.659s < gate 0.892s
1785612933.103,2026-08-01 13:35:33.103449,201,below_sampling_floor,rule2_orphan_pulse,42:8,8,42,video,radar,42,b,1785612932.421,1785612933.080,0.659,0.8923,0.4461,2.0,orphan candidate on detector '42' not registered: pulse 0.659s < gate 0.892s
1785612974.560,2026-08-01 13:36:14.560290,201,below_sampling_floor,rule2_orphan_pulse,3:30,30,3,video,video,3,b,1785612974.152,1785612974.471,0.319,1.3414,0.6707,2.0,orphan candidate on detector '3' not registered: pulse 0.319s < gate 1.341s
1785612974.560,2026-08-01 13:36:14.560290,201,below_sampling_floor,rule2_orphan_pulse,3:41,3,41,video,radar,3,a,1785612974.152,1785612974.471,0.319,1.3414,0.6707,2.0,orphan candidate on detector '3' not registered: pulse 0.319s < gate 1.341s
1785613001.638,2026-08-01 13:36:41.637635,201,below_sampling_floor,rule2_orphan_pulse,17:46,46,17,radar,video,17,b,1785613001.262,1785613001.583,0.321,1.3414,0.6707,2.0,orphan candidate on detector '17' not registered: pulse 0.321s < gate 1.341s
1785613001.643,2026-08-01 13:36:41.642915,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,17,a,1785613001.262,1785613001.583,0.321,1.3414,0.6707,2.0,orphan candidate on detector '17' not registered: pulse 0.321s < gate 1.341s
1785613018.945,2026-08-01 13:36:58.945302,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785613018.600,1785613018.925,0.324,1.3414,0.6707,2.0,orphan candidate on detector '31' not registered: pulse 0.324s < gate 1.341s
1785613018.951,2026-08-01 13:36:58.950564,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785613018.600,1785613018.925,0.324,1.3414,0.6707,2.0,orphan candidate on detector '31' not registered: pulse 0.324s < gate 1.341s
1785613023.629,2026-08-01 13:37:03.628955,201,below_sampling_floor,rule2_orphan_pulse,29:43,43,29,radar,video,43,a,1785613022.260,1785613023.575,1.314,1.3414,0.6707,2.0,orphan candidate on detector '43' not registered: pulse 1.314s < gate 1.341s
1785613096.185,2026-08-01 13:38:16.185469,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613095.767,1785613096.103,0.336,0.7634,0.3817,2.0,orphan candidate on detector '33' not registered: pulse 0.336s < gate 0.763s
1785613123.217,2026-08-01 13:38:43.216912,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785613122.858,1785613123.180,0.322,0.7634,0.3817,2.0,orphan candidate on detector '2' not registered: pulse 0.322s < gate 0.763s
1785613123.220,2026-08-01 13:38:43.219907,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785613122.858,1785613123.180,0.322,0.7634,0.3817,2.0,orphan candidate on detector '2' not registered: pulse 0.322s < gate 0.763s
1785613154.133,2026-08-01 13:39:14.133047,201,below_sampling_floor,rule2_orphan_pulse,17:2,17,2,video,video,2,b,1785613153.416,1785613154.057,0.64,0.6521,0.326,2.0,orphan candidate on detector '2' not registered: pulse 0.640s < gate 0.652s
1785613154.136,2026-08-01 13:39:14.136225,201,below_sampling_floor,rule2_orphan_pulse,2:46,2,46,video,radar,2,a,1785613153.416,1785613154.057,0.64,0.6521,0.326,2.0,orphan candidate on detector '2' not registered: pulse 0.640s < gate 0.652s
1785613154.442,2026-08-01 13:39:14.441518,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613154.057,1785613154.385,0.328,0.6521,0.326,2.0,orphan candidate on detector '33' not registered: pulse 0.328s < gate 0.652s
1785613155.771,2026-08-01 13:39:15.770594,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613155.367,1785613155.684,0.317,0.6521,0.326,2.0,orphan candidate on detector '33' not registered: pulse 0.317s < gate 0.652s
1785613158.004,2026-08-01 13:39:18.004361,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613157.308,1785613157.958,0.65,0.6521,0.326,2.0,orphan candidate on detector '33' not registered: pulse 0.650s < gate 0.652s
1785613226.255,2026-08-01 13:40:26.255216,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613225.934,1785613226.253,0.319,0.6689,0.3345,2.0,orphan candidate on detector '33' not registered: pulse 0.319s < gate 0.669s
1785613249.423,2026-08-01 13:40:49.422716,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613248.739,1785613249.391,0.652,0.6689,0.3345,2.0,orphan candidate on detector '33' not registered: pulse 0.652s < gate 0.669s
1785613251.747,2026-08-01 13:40:51.746571,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613251.001,1785613251.668,0.666,0.6689,0.3345,2.0,orphan candidate on detector '33' not registered: pulse 0.666s < gate 0.669s
1785613252.660,2026-08-01 13:40:52.660378,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613251.989,1785613252.655,0.666,0.6689,0.3345,2.0,orphan candidate on detector '33' not registered: pulse 0.666s < gate 0.669s
1785613267.064,2026-08-01 13:41:07.064363,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785613266.691,1785613267.035,0.344,0.6689,0.3345,2.0,orphan candidate on detector '31' not registered: pulse 0.344s < gate 0.669s
1785613267.071,2026-08-01 13:41:07.070560,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785613266.691,1785613267.035,0.344,0.6689,0.3345,2.0,orphan candidate on detector '31' not registered: pulse 0.344s < gate 0.669s
1785613270.216,2026-08-01 13:41:10.215611,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785613269.796,1785613270.123,0.327,0.6689,0.3345,2.0,orphan candidate on detector '31' not registered: pulse 0.327s < gate 0.669s
1785613270.222,2026-08-01 13:41:10.221784,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785613269.796,1785613270.123,0.327,0.6689,0.3345,2.0,orphan candidate on detector '31' not registered: pulse 0.327s < gate 0.669s
1785613273.947,2026-08-01 13:41:13.946858,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785613273.592,1785613273.944,0.352,0.6689,0.3345,2.0,orphan candidate on detector '31' not registered: pulse 0.352s < gate 0.669s
1785613273.953,2026-08-01 13:41:13.952569,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785613273.592,1785613273.944,0.352,0.6689,0.3345,2.0,orphan candidate on detector '31' not registered: pulse 0.352s < gate 0.669s
1785613275.082,2026-08-01 13:41:15.082152,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,42,a,1785613274.654,1785613275.006,0.351,0.6922,0.3461,2.0,orphan candidate on detector '42' not registered: pulse 0.351s < gate 0.692s
1785613275.085,2026-08-01 13:41:15.084818,201,below_sampling_floor,rule2_orphan_pulse,42:8,8,42,video,radar,42,b,1785613274.654,1785613275.006,0.351,0.6922,0.3461,2.0,orphan candidate on detector '42' not registered: pulse 0.351s < gate 0.692s
1785613275.396,2026-08-01 13:41:15.395650,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785613274.654,1785613275.334,0.68,0.6922,0.3461,2.0,orphan candidate on detector '31' not registered: pulse 0.680s < gate 0.692s
1785613275.398,2026-08-01 13:41:15.397842,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785613274.654,1785613275.334,0.68,0.6922,0.3461,2.0,orphan candidate on detector '31' not registered: pulse 0.680s < gate 0.692s
1785613277.122,2026-08-01 13:41:17.122106,201,below_sampling_floor,rule2_orphan_pulse,31:42,42,31,radar,video,31,b,1785613276.742,1785613277.090,0.348,0.6922,0.3461,2.0,orphan candidate on detector '31' not registered: pulse 0.348s < gate 0.692s
1785613277.123,2026-08-01 13:41:17.123129,201,below_sampling_floor,rule2_orphan_pulse,31:8,31,8,video,video,31,a,1785613276.742,1785613277.090,0.348,0.6922,0.3461,2.0,orphan candidate on detector '31' not registered: pulse 0.348s < gate 0.692s
1785613288.280,2026-08-01 13:41:28.280029,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613287.867,1785613288.228,0.362,0.6922,0.3461,2.0,orphan candidate on detector '33' not registered: pulse 0.362s < gate 0.692s
1785613289.905,2026-08-01 13:41:29.904789,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613289.225,1785613289.893,0.668,0.6922,0.3461,2.0,orphan candidate on detector '33' not registered: pulse 0.668s < gate 0.692s
1785613294.256,2026-08-01 13:41:34.256291,201,below_sampling_floor,rule2_orphan_pulse,26:33,33,26,radar,video,33,a,1785613293.546,1785613294.234,0.687,0.6922,0.3461,2.0,orphan candidate on detector '33' not registered: pulse 0.687s < gate 0.692s
